Household ID,Date,Electricity Usage (kWh),Water Usage (Liters),Food Waste (kg),Carbon Footprint (kg CO₂),Location
8164,2023-05-15,18.83,368.8,1.59,20.13,Chennai
9867,2023-01-29,28.54,295.3,1.94,29.57,Delhi
6988,2023-02-17,28.03,435.2,1.56,28.35,Delhi
3504,2023-09-26,27.1,200.5,1.08,26.55,Chennai
3967,2023-01-03,7.45,183.4,1.67,10.04,Mumbai
3786,2023-09-15,20.86,64.9,1.73,22.23,Bangalore
2122,2023-01-16,25.2,478.3,1.13,24.94,Mumbai
5079,2023-04-04,25.89,275.7,1.88,27.06,Kolkata
2571,2023-12-24,19.45,276.1,0.16,17.82,Mumbai
6073,2023-05-14,5.44,465.5,0.12,5.14,Mumbai
6104,2023-10-28,29.34,180.5,0.25,26.91,Kolkata
3143,2023-11-23,16.8,199.4,0.21,15.54,Bangalore
7806,2023-05-13,14.84,345.4,0.91,15.18,Chennai
8357,2023-11-08,14.87,403.3,1.89,17.16,Mumbai
4440,2023-02-01,15.6,364.7,1.38,16.8,Bangalore
4766,2023-11-01,11.05,404.9,1.35,12.64,Kolkata
6644,2023-09-26,13.18,308.8,0.83,13.52,Bangalore
3914,2023-01-25,29.63,438.3,1.11,28.89,Mumbai
5968,2023-11-12,14.2,297.5,0.68,14.14,Chennai
6917,2023-02-28,18.17,153.2,1.08,18.51,Kolkata
9787,2023-08-01,26.21,293.8,1.52,26.63,Kolkata
1728,2023-06-05,18.19,370.8,1.16,18.69,Mumbai
2365,2023-11-10,13.11,344.1,0.9,13.6,Bangalore
5492,2023-10-03,18.09,159.4,1.71,19.7,Chennai
1698,2023-07-29,7.85,68.5,0.65,8.36,Kolkata
8186,2023-02-26,8.25,163.6,1.01,9.44,Mumbai
1395,2023-07-04,22.35,492.8,1.96,24.04,Mumbai
8400,2023-02-23,27.94,133.0,1.94,29.03,Delhi
9082,2023-07-28,23.14,259.0,0.11,21.05,Delhi
5171,2023-12-08,6.87,337.3,1.11,8.4,Bangalore
5360,2023-10-20,15.07,445.8,0.74,15.04,Mumbai
3502,2023-12-06,5.06,392.1,0.65,5.85,Bangalore
1717,2023-10-31,17.78,459.0,1.23,18.46,Bangalore
3782,2023-09-09,9.83,322.0,0.95,10.75,Chennai
5946,2023-10-31,26.7,439.4,1.49,27.01,Delhi
6486,2023-04-22,7.61,168.7,0.15,7.15,Bangalore
9335,2023-01-06,5.04,243.8,1.86,8.26,Chennai
5980,2023-07-10,16.28,429.7,1.18,17.01,Chennai
8266,2023-11-30,8.89,196.5,1.4,10.8,Delhi
5491,2023-10-06,23.45,442.0,1.25,23.6,Delhi
8192,2023-12-06,28.0,213.4,1.98,29.16,Mumbai
6588,2023-01-13,6.05,213.5,1.97,9.38,Bangalore
8651,2023-10-30,14.89,189.1,1.26,15.92,Chennai
4636,2023-02-13,29.92,296.1,1.4,29.73,Mumbai
2167,2023-04-15,23.32,108.1,1.28,23.55,Bangalore
2062,2023-06-09,28.83,66.5,0.69,27.33,Bangalore
3156,2023-06-03,9.1,453.8,0.47,9.13,Mumbai
8860,2023-08-30,10.53,468.0,0.87,11.22,Chennai
6161,2023-06-30,8.87,84.3,1.4,10.78,Mumbai
6305,2023-01-14,12.56,297.4,0.21,11.72,Bangalore
7541,2023-06-29,23.11,292.9,1.08,22.96,Mumbai
5729,2023-10-19,9.12,217.6,0.88,9.97,Mumbai
8330,2023-09-21,18.11,306.0,1.1,18.5,Bangalore
6334,2023-06-17,11.73,256.2,1.73,14.02,Delhi
9924,2023-08-02,25.73,270.3,0.19,23.54,Chennai
5330,2023-05-30,5.16,389.9,1.55,7.74,Bangalore
9010,2023-01-16,10.58,286.7,1.37,12.26,Delhi
7801,2023-04-01,20.13,195.6,0.49,19.1,Mumbai
5846,2023-04-30,7.42,311.7,1.49,9.66,Delhi
7731,2023-09-10,16.66,338.3,1.04,17.07,Bangalore
8241,2023-03-01,15.91,348.0,1.01,16.34,Bangalore
1953,2023-09-23,26.31,328.2,1.02,25.72,Mumbai
3539,2023-01-31,20.63,349.1,1.9,22.37,Bangalore
8056,2023-01-21,20.99,189.5,1.89,22.67,Kolkata
2542,2023-08-07,28.8,250.8,1.84,29.6,Delhi
6293,2023-03-22,29.56,350.9,1.78,30.16,Kolkata
2191,2023-10-16,21.33,389.5,0.17,19.54,Kolkata
7313,2023-01-31,18.05,245.4,0.86,17.96,Delhi
7938,2023-08-22,20.2,214.4,1.8,21.78,Bangalore
3681,2023-02-05,14.56,372.1,1.53,16.16,Delhi
2540,2023-05-12,29.69,150.0,0.97,28.66,Mumbai
7172,2023-11-20,22.63,54.3,1.57,23.51,Kolkata
6541,2023-12-12,12.28,262.0,0.5,12.05,Kolkata
2365,2023-05-12,6.44,128.0,1.24,8.28,Bangalore
9691,2023-01-09,6.12,220.2,1.11,7.73,Delhi
9702,2023-01-30,10.12,181.1,1.19,11.49,Chennai
8494,2023-04-25,10.82,399.8,1.47,12.68,Bangalore
5312,2023-10-28,15.38,199.1,1.9,17.64,Bangalore
2324,2023-01-04,10.37,338.3,0.6,10.53,Bangalore
4141,2023-11-21,20.77,353.3,1.54,21.77,Delhi
8419,2023-08-25,10.28,255.4,1.33,11.91,Bangalore
4486,2023-01-23,9.7,86.5,1.42,11.57,Mumbai
2810,2023-01-16,16.78,365.2,0.91,16.92,Mumbai
7588,2023-01-22,27.22,83.8,1.89,28.28,Kolkata
3923,2023-03-13,16.71,94.6,1.01,17.06,Kolkata
6301,2023-10-31,15.35,138.2,0.33,14.48,Delhi
5186,2023-08-18,19.45,176.2,1.39,20.28,Chennai
9905,2023-04-17,11.43,430.9,0.34,10.97,Kolkata
6977,2023-07-27,13.84,353.7,0.71,13.88,Kolkata
5268,2023-07-27,10.35,224.2,0.53,10.38,Kolkata
5748,2023-09-20,19.3,490.4,1.12,19.61,Kolkata
5849,2023-02-20,22.43,159.6,0.76,21.71,Bangalore
4709,2023-03-06,21.84,324.4,0.4,20.46,Kolkata
7619,2023-09-22,11.37,431.2,1.6,13.43,Delhi
9647,2023-12-04,24.49,410.9,0.99,24.02,Bangalore
4072,2023-10-28,11.4,90.6,0.96,12.18,Bangalore
7530,2023-06-24,8.76,363.8,1.78,11.44,Delhi
1504,2023-06-01,13.75,166.0,1.12,14.62,Chennai
2214,2023-09-23,19.94,210.1,1.45,20.85,Kolkata
2531,2023-11-25,8.55,270.0,0.72,9.14,Mumbai
8576,2023-10-31,21.2,405.8,1.17,21.42,Chennai
1823,2023-06-12,26.58,124.8,1.48,26.88,Kolkata
1928,2023-12-09,12.33,98.8,0.66,12.42,Mumbai
6029,2023-08-26,16.26,119.0,1.41,17.45,Bangalore
1133,2023-07-18,10.71,148.2,1.18,12.0,Bangalore
3105,2023-01-16,14.03,76.8,0.92,14.47,Bangalore
4627,2023-11-05,5.55,466.9,1.45,7.9,Kolkata
7316,2023-10-23,28.84,193.6,0.7,27.36,Delhi
2852,2023-12-22,15.4,129.6,1.46,16.78,Bangalore
5910,2023-10-03,24.72,337.0,1.15,24.55,Bangalore
5175,2023-08-27,8.57,404.1,0.57,8.85,Bangalore
6348,2023-03-10,25.31,389.0,1.37,25.52,Kolkata
7190,2023-10-28,26.5,373.4,1.78,27.41,Mumbai
2256,2023-01-06,22.89,72.7,0.69,21.98,Chennai
4376,2023-08-08,27.58,402.0,1.64,28.1,Bangalore
6645,2023-09-11,9.18,275.8,0.74,9.74,Chennai
4486,2023-10-22,16.91,342.1,1.66,18.54,Delhi
4584,2023-12-24,20.5,480.4,0.2,18.85,Delhi
9053,2023-04-17,19.9,414.8,0.11,18.13,Delhi
4330,2023-10-22,26.53,421.4,0.32,24.52,Bangalore
3703,2023-04-28,10.39,131.7,1.76,12.87,Chennai
9662,2023-06-17,9.39,264.4,1.11,10.67,Mumbai
9120,2023-09-08,11.33,477.2,1.23,12.66,Kolkata
8114,2023-03-23,27.29,312.2,1.7,27.96,Chennai
2353,2023-02-23,28.53,96.2,0.2,26.08,Kolkata
6063,2023-08-28,19.24,379.3,0.84,19.0,Chennai
9549,2023-01-12,17.53,69.3,1.32,18.42,Bangalore
8575,2023-07-28,20.13,384.0,0.87,19.86,Mumbai
1667,2023-06-14,20.41,445.9,0.16,18.69,Bangalore
5468,2023-10-21,9.26,241.4,1.34,11.01,Delhi
7819,2023-01-07,22.16,236.1,0.84,21.62,Mumbai
4719,2023-03-19,16.31,186.9,0.14,14.96,Chennai
3745,2023-03-06,17.93,444.6,0.42,16.98,Bangalore
8483,2023-04-12,5.76,296.5,0.51,6.2,Kolkata
1539,2023-12-23,24.11,310.7,1.07,23.84,Bangalore
5964,2023-10-27,25.89,347.8,0.45,24.2,Bangalore
5835,2023-10-14,20.49,185.1,0.79,20.02,Chennai
4775,2023-06-20,23.72,244.8,1.53,24.41,Chennai
7042,2023-03-18,18.07,383.7,1.63,19.52,Delhi
8102,2023-02-17,20.46,493.5,1.61,21.63,Mumbai
8312,2023-09-12,14.86,65.4,1.42,16.21,Bangalore
6320,2023-03-23,24.8,69.2,1.13,24.58,Kolkata
7132,2023-07-28,16.71,242.6,1.15,17.34,Chennai
8891,2023-07-28,22.01,346.8,1.91,23.63,Chennai
3779,2023-03-25,20.54,223.9,1.77,22.03,Delhi
1924,2023-01-10,22.56,499.8,1.33,22.96,Mumbai
2581,2023-01-29,24.63,137.9,0.99,24.15,Delhi
8714,2023-10-31,17.82,53.6,1.49,19.02,Chennai
4324,2023-04-26,25.33,135.6,0.22,23.24,Kolkata
6713,2023-09-26,17.43,449.1,1.89,19.47,Delhi
8026,2023-02-16,28.92,115.3,1.14,28.31,Bangalore
1255,2023-12-25,23.82,265.5,1.06,23.56,Chennai
5804,2023-04-01,9.28,238.7,0.65,9.65,Chennai
2838,2023-02-22,25.74,349.6,0.11,23.39,Delhi
1009,2023-08-06,18.79,74.6,0.22,17.35,Kolkata
3871,2023-12-14,29.61,346.4,0.6,27.85,Delhi
9989,2023-03-18,22.97,209.6,1.13,22.93,Kolkata
8409,2023-07-23,7.11,466.7,0.26,6.92,Chennai
8418,2023-02-13,14.87,432.0,1.95,17.28,Delhi
6124,2023-06-05,17.93,229.8,0.88,17.9,Mumbai
2015,2023-01-02,25.98,496.8,0.7,24.78,Delhi
3193,2023-12-23,23.23,73.4,1.1,23.11,Delhi
9415,2023-11-09,14.23,404.9,0.22,13.25,Mumbai
8449,2023-02-26,21.34,245.2,1.72,22.65,Mumbai
5158,2023-10-17,19.42,245.0,0.97,19.42,Bangalore
4925,2023-02-27,8.15,126.6,0.44,8.22,Mumbai
7970,2023-09-11,10.87,281.7,0.41,10.6,Kolkata
7938,2023-06-29,13.53,88.1,0.79,13.76,Bangalore
5784,2023-06-06,9.89,327.5,1.19,11.28,Kolkata
5000,2023-02-04,8.75,158.7,0.89,9.65,Bangalore
2633,2023-03-16,6.45,376.2,1.23,8.26,Bangalore
8266,2023-10-16,26.83,323.3,1.44,27.03,Kolkata
9702,2023-03-16,12.22,385.9,1.52,14.04,Chennai
1384,2023-11-25,12.26,387.4,0.86,12.75,Chennai
1404,2023-03-19,10.16,138.5,1.46,12.06,Delhi
9175,2023-09-12,16.88,50.3,0.37,15.93,Chennai
3000,2023-09-22,17.86,214.6,1.07,18.21,Delhi
6989,2023-10-31,10.21,463.6,0.24,9.67,Chennai
2460,2023-03-08,20.21,310.1,0.56,19.31,Delhi
8190,2023-08-09,23.07,377.4,1.21,23.18,Delhi
8140,2023-06-13,14.35,445.8,1.51,15.93,Mumbai
4636,2023-08-08,19.64,457.7,0.28,18.24,Delhi
5809,2023-06-21,17.56,288.1,0.49,16.78,Kolkata
5178,2023-09-11,9.89,293.4,1.98,12.86,Kolkata
8245,2023-07-29,23.25,432.9,0.74,22.4,Delhi
7600,2023-07-07,25.04,413.4,0.64,23.82,Kolkata
6997,2023-07-10,21.22,364.5,0.26,19.62,Chennai
3048,2023-08-03,13.1,322.0,1.42,14.63,Kolkata
5780,2023-03-27,28.17,327.7,1.07,27.49,Mumbai
1716,2023-04-16,16.38,213.3,0.4,15.54,Kolkata
8939,2023-11-28,11.65,428.4,1.3,13.08,Chennai
6565,2023-10-23,15.21,328.0,1.1,15.89,Chennai
5544,2023-01-19,22.3,150.6,1.17,22.41,Delhi
5976,2023-02-16,26.15,157.9,1.99,27.52,Bangalore
4419,2023-03-06,13.91,437.7,0.15,12.82,Chennai
8239,2023-05-26,10.82,331.6,1.84,13.42,Delhi
1249,2023-10-13,20.66,229.4,1.7,21.99,Delhi
9865,2023-03-07,28.03,134.2,0.89,27.01,Kolkata
1770,2023-01-05,9.58,324.6,1.77,12.16,Kolkata
5363,2023-04-03,25.08,132.9,1.33,25.23,Delhi
2077,2023-12-19,16.92,261.6,1.79,18.81,Mumbai
9427,2023-04-04,24.99,354.9,1.23,24.95,Delhi
9580,2023-04-16,17.64,304.4,0.51,16.9,Kolkata
8901,2023-05-13,14.43,464.9,1.19,15.37,Chennai
5858,2023-12-07,22.42,67.9,0.44,21.06,Mumbai
7544,2023-11-10,27.52,175.9,0.37,25.51,Bangalore
5719,2023-03-20,13.01,75.7,1.34,14.39,Chennai
3814,2023-07-31,16.52,137.6,1.9,18.67,Kolkata
4374,2023-01-08,10.74,105.8,1.22,12.11,Chennai
2252,2023-06-08,9.59,379.7,1.61,11.85,Chennai
7996,2023-09-25,24.45,216.2,0.42,22.84,Kolkata
5673,2023-05-29,10.02,466.3,1.34,11.7,Chennai
5530,2023-12-16,24.83,60.5,1.49,25.33,Delhi
7881,2023-04-01,15.73,343.8,0.18,14.52,Mumbai
7949,2023-08-24,29.88,486.7,0.28,27.45,Kolkata
7241,2023-10-16,9.93,129.1,1.59,12.12,Mumbai
9017,2023-12-22,7.32,249.1,0.94,8.47,Delhi
7941,2023-06-17,6.89,365.9,0.87,7.94,Kolkata
8002,2023-07-12,25.89,334.9,1.85,27.0,Delhi
2331,2023-07-06,15.94,304.7,1.98,18.31,Bangalore
5261,2023-09-28,5.08,197.0,1.55,7.67,Bangalore
8648,2023-04-24,26.87,377.7,1.61,27.4,Bangalore
6115,2023-01-11,26.92,344.0,0.5,25.23,Mumbai
5637,2023-02-24,25.16,123.3,0.47,23.58,Bangalore
5854,2023-09-15,11.21,483.8,1.96,14.01,Bangalore
4177,2023-03-06,14.32,300.1,1.42,15.73,Delhi
8730,2023-06-21,23.62,286.5,1.4,24.06,Chennai
3180,2023-09-29,17.23,431.7,0.64,16.79,Chennai
5892,2023-05-30,8.85,338.2,1.78,11.52,Bangalore
8043,2023-12-28,11.07,83.5,0.18,10.32,Chennai
1137,2023-05-26,29.31,278.0,0.62,27.62,Bangalore
7327,2023-07-28,8.78,401.3,0.44,8.78,Bangalore
4472,2023-10-13,23.15,365.0,1.45,23.74,Mumbai
6449,2023-01-10,16.95,486.8,1.46,18.17,Kolkata
3832,2023-08-15,23.72,61.2,1.12,23.59,Chennai
4579,2023-07-05,21.53,167.5,0.11,19.6,Bangalore
6971,2023-03-03,15.98,297.1,1.76,17.9,Chennai
5164,2023-03-26,13.85,328.8,1.92,16.3,Mumbai
8941,2023-05-14,23.86,173.5,0.48,22.43,Mumbai
6569,2023-11-19,13.08,422.1,1.7,15.17,Bangalore
5300,2023-10-24,24.69,124.0,1.95,26.12,Chennai
7269,2023-06-20,22.0,50.4,0.72,21.24,Chennai
4818,2023-08-01,19.44,478.6,0.45,18.4,Chennai
2906,2023-01-18,14.22,226.2,1.96,16.72,Mumbai
7254,2023-11-10,10.13,480.9,0.21,9.54,Delhi
1760,2023-03-01,22.76,175.1,0.62,21.72,Delhi
8830,2023-03-29,7.28,78.6,1.51,9.57,Chennai
8350,2023-01-27,29.26,397.6,1.27,28.87,Chennai
7238,2023-03-09,29.47,426.1,1.4,29.32,Kolkata
7090,2023-10-05,8.26,271.4,1.45,10.33,Bangalore
7031,2023-02-09,7.6,83.2,1.4,9.64,Mumbai
8687,2023-04-19,15.32,344.4,0.75,15.29,Kolkata
9472,2023-03-15,29.09,132.0,0.69,27.56,Chennai
2887,2023-03-07,15.01,432.2,0.91,15.33,Delhi
4266,2023-06-17,14.1,173.3,1.63,15.95,Delhi
1666,2023-09-19,22.59,431.5,1.88,24.09,Kolkata
5188,2023-10-01,9.47,242.1,0.96,10.44,Delhi
1671,2023-12-03,14.08,318.4,0.26,13.19,Delhi
7777,2023-12-24,12.28,405.3,1.88,14.81,Bangalore
8570,2023-08-25,20.04,68.2,0.25,18.54,Chennai
8956,2023-08-03,9.07,419.5,0.4,8.96,Kolkata
6124,2023-10-13,18.72,112.4,1.75,20.35,Mumbai
6585,2023-05-29,26.44,211.3,1.15,26.1,Mumbai
5777,2023-11-14,17.85,262.8,0.77,17.6,Chennai
4900,2023-04-17,22.09,452.9,1.87,23.62,Mumbai
7677,2023-05-21,6.88,60.1,1.92,10.03,Delhi
7981,2023-03-17,16.23,301.6,0.73,16.07,Bangalore
7376,2023-01-09,7.37,339.1,1.75,10.13,Kolkata
1523,2023-07-15,19.99,192.5,1.39,20.77,Kolkata
3393,2023-10-22,12.03,180.7,0.62,12.07,Delhi
3593,2023-10-07,12.18,270.7,1.89,14.74,Chennai
8240,2023-04-28,6.92,134.2,0.22,6.67,Bangalore
7937,2023-10-17,12.76,260.7,0.7,12.88,Mumbai
7190,2023-03-02,17.67,394.3,0.85,17.6,Kolkata
6240,2023-12-01,19.62,430.4,1.41,20.48,Kolkata
7493,2023-11-02,6.67,223.3,0.17,6.34,Chennai
3878,2023-02-20,21.29,327.8,1.79,22.74,Bangalore
5143,2023-02-21,17.22,50.0,1.35,18.2,Mumbai
4644,2023-05-02,18.42,297.7,0.62,17.82,Kolkata
5432,2023-06-16,25.82,488.9,1.35,25.94,Kolkata
2276,2023-01-08,13.56,190.5,1.12,14.44,Mumbai
6811,2023-02-14,9.35,317.6,0.74,9.9,Bangalore
1302,2023-12-10,18.8,393.0,0.15,17.22,Bangalore
1638,2023-09-02,28.63,324.0,1.15,28.07,Bangalore
1055,2023-10-11,17.95,238.3,0.26,16.68,Kolkata
9717,2023-04-17,25.8,118.7,1.64,26.5,Delhi
9150,2023-01-27,23.93,258.7,0.27,22.08,Kolkata
3125,2023-07-12,17.96,182.7,0.91,17.98,Chennai
1364,2023-12-03,21.19,363.2,0.93,20.93,Chennai
7809,2023-12-23,15.17,248.9,1.16,15.97,Kolkata
5621,2023-03-03,18.27,432.4,0.18,16.8,Kolkata
6126,2023-03-03,17.68,137.0,0.49,16.89,Mumbai
6122,2023-10-09,22.73,238.0,0.48,21.42,Bangalore
2646,2023-05-01,15.25,300.9,1.24,16.2,Mumbai
1918,2023-10-07,7.49,106.7,0.6,7.94,Chennai
3797,2023-02-08,24.72,314.6,0.37,22.99,Chennai
7506,2023-10-04,22.12,180.9,0.13,20.17,Delhi
6870,2023-04-04,28.75,153.3,1.7,29.28,Bangalore
2531,2023-04-25,15.72,113.9,1.95,18.05,Bangalore
9172,2023-06-25,6.96,207.4,1.44,9.14,Chennai
4345,2023-05-01,8.04,468.0,0.88,9.0,Mumbai
8673,2023-01-13,24.33,64.0,0.33,22.56,Kolkata
7949,2023-06-12,6.69,433.5,1.0,8.02,Bangalore
7882,2023-10-02,27.7,228.8,0.97,26.87,Kolkata
2906,2023-06-25,12.04,302.7,0.9,12.64,Chennai
4086,2023-12-03,27.47,280.8,0.82,26.36,Delhi
9152,2023-11-20,24.34,466.6,1.04,23.99,Chennai
6750,2023-06-22,26.78,396.6,0.24,24.58,Kolkata
9905,2023-10-02,10.35,493.2,0.17,9.65,Chennai
2062,2023-03-05,19.89,407.5,0.22,18.34,Bangalore
2976,2023-04-11,7.34,183.1,0.48,7.57,Kolkata
2296,2023-11-18,10.06,483.3,0.63,10.31,Kolkata
7229,2023-03-07,12.75,492.6,0.42,12.32,Delhi
8641,2023-11-27,23.52,105.4,0.58,22.33,Bangalore
1125,2023-02-14,5.62,455.5,0.45,5.96,Mumbai
5632,2023-03-28,27.58,348.9,0.39,25.6,Delhi
7288,2023-03-08,6.77,464.9,0.66,7.41,Bangalore
4596,2023-09-16,14.41,462.1,0.86,14.69,Mumbai
7168,2023-07-24,7.03,451.1,1.51,9.35,Kolkata
8561,2023-06-27,24.22,448.4,1.92,25.64,Delhi
9258,2023-10-07,8.53,102.9,1.85,11.38,Kolkata
1232,2023-12-10,27.12,114.6,1.0,26.41,Kolkata
7371,2023-01-17,18.26,103.0,0.98,18.39,Kolkata
5206,2023-10-23,28.71,91.0,0.34,26.52,Bangalore
8943,2023-07-21,12.26,209.0,1.95,14.93,Mumbai
7891,2023-06-21,16.36,357.8,1.54,17.8,Bangalore
7738,2023-09-19,22.36,209.6,1.71,23.54,Kolkata
3472,2023-07-13,25.8,374.1,0.54,24.3,Delhi
3739,2023-05-29,15.53,419.1,0.86,15.7,Kolkata
6401,2023-02-04,27.31,349.8,0.3,25.18,Mumbai
2761,2023-01-29,7.95,259.3,1.89,10.94,Bangalore
1876,2023-09-20,22.72,183.0,0.64,21.73,Mumbai
4812,2023-08-09,13.7,106.0,1.23,14.79,Bangalore
2460,2023-02-22,7.53,272.1,0.39,7.56,Mumbai
2733,2023-10-06,14.67,373.8,1.63,16.46,Mumbai
2605,2023-12-19,27.01,296.7,0.45,25.21,Bangalore
6622,2023-03-17,29.51,374.7,1.64,29.84,Bangalore
7767,2023-06-25,14.82,200.8,0.86,15.06,Bangalore
7986,2023-01-10,27.16,80.1,1.2,26.84,Chennai
4517,2023-04-27,17.74,397.0,0.61,17.19,Mumbai
4735,2023-10-07,22.93,148.9,1.78,24.2,Chennai
9434,2023-08-06,6.13,327.3,1.54,8.6,Chennai
3590,2023-06-24,18.93,411.9,0.77,18.58,Kolkata
2063,2023-08-22,6.75,112.6,1.21,8.5,Chennai
5324,2023-09-09,11.72,319.3,0.35,11.25,Chennai
6342,2023-10-22,19.17,360.2,0.4,18.05,Bangalore
1005,2023-11-18,25.18,385.9,1.11,24.88,Bangalore
8489,2023-01-06,19.02,116.4,1.32,19.76,Delhi
9659,2023-01-21,28.4,421.3,1.16,27.88,Mumbai
9195,2023-03-14,25.26,92.4,1.16,25.05,Chennai
6966,2023-11-26,8.91,283.8,1.51,11.04,Chennai
9837,2023-02-05,14.72,249.5,1.81,16.87,Mumbai
1117,2023-08-21,21.71,149.8,0.84,21.22,Bangalore
3551,2023-08-04,28.46,185.9,1.12,27.85,Bangalore
6560,2023-07-25,29.69,124.0,1.8,30.32,Mumbai
5289,2023-02-13,24.08,241.6,0.98,23.63,Mumbai
1846,2023-04-01,19.34,66.0,0.95,19.31,Bangalore
7316,2023-11-12,23.92,450.0,1.56,24.65,Mumbai
7469,2023-04-03,11.83,123.6,1.77,14.19,Bangalore
9915,2023-12-05,12.09,448.7,1.5,13.88,Mumbai
1224,2023-03-24,21.36,438.6,0.29,19.8,Bangalore
5208,2023-11-29,26.8,253.3,0.98,26.08,Delhi
7283,2023-10-09,29.25,274.0,0.5,27.32,Bangalore
3048,2023-01-21,13.53,185.9,0.7,13.58,Bangalore
7233,2023-08-16,24.91,498.6,0.99,24.4,Chennai
2828,2023-05-10,26.29,351.8,0.52,24.7,Bangalore
2917,2023-06-24,20.58,478.3,1.08,20.68,Mumbai
5234,2023-04-18,13.69,236.7,1.32,14.96,Kolkata
7988,2023-10-10,20.48,447.4,1.76,21.95,Mumbai
3026,2023-03-12,19.61,251.7,0.5,18.65,Chennai
4744,2023-02-19,20.16,440.1,0.69,19.52,Mumbai
1009,2023-04-05,20.48,108.9,0.87,20.17,Delhi
1260,2023-10-06,26.18,336.6,0.53,24.62,Kolkata
7038,2023-12-03,9.25,355.4,0.73,9.78,Kolkata
3219,2023-05-12,14.18,345.3,1.78,16.32,Chennai
8041,2023-10-03,19.65,251.2,0.36,18.4,Kolkata
3060,2023-01-13,12.08,357.8,0.94,12.75,Bangalore
6287,2023-01-03,29.45,157.8,0.69,27.88,Chennai
2619,2023-08-12,11.58,318.1,0.25,10.92,Delhi
9512,2023-06-24,16.74,299.4,0.28,15.63,Kolkata
2342,2023-03-31,26.93,193.3,1.59,27.42,Kolkata
3832,2023-08-29,7.0,400.5,1.72,9.74,Chennai
3824,2023-02-04,25.52,86.4,1.51,25.99,Kolkata
2994,2023-01-14,19.28,127.1,1.12,19.59,Kolkata
4490,2023-07-14,5.8,262.0,1.57,8.36,Delhi
8984,2023-11-02,27.57,451.3,0.39,25.59,Delhi
2604,2023-11-30,5.98,308.8,1.58,8.54,Chennai
1235,2023-08-01,17.88,428.9,0.9,17.89,Kolkata
2908,2023-01-03,6.23,282.9,1.53,8.67,Mumbai
9567,2023-06-28,6.78,403.5,0.53,7.16,Chennai
4530,2023-02-09,27.18,196.6,1.68,27.82,Delhi
6256,2023-06-13,24.15,416.8,1.18,24.1,Mumbai
3635,2023-11-03,9.92,230.8,0.11,9.15,Kolkata
9162,2023-08-23,20.51,301.5,1.09,20.64,Chennai
3560,2023-09-14,24.87,129.1,0.69,23.76,Chennai
6415,2023-12-26,27.24,464.2,0.21,24.94,Delhi
4391,2023-04-26,16.71,365.7,0.95,16.94,Bangalore
6951,2023-02-21,27.44,436.5,0.69,26.08,Bangalore
6468,2023-05-22,17.7,143.5,0.49,16.91,Bangalore
9007,2023-03-27,22.21,80.5,0.76,21.51,Chennai
7413,2023-02-15,29.48,201.7,0.44,27.41,Delhi
7941,2023-11-28,10.9,282.5,0.67,11.15,Delhi
5820,2023-08-26,9.21,411.1,0.32,8.93,Bangalore
3898,2023-01-10,13.55,229.0,0.26,12.72,Mumbai
8546,2023-06-01,9.11,171.5,1.83,11.86,Bangalore
1077,2023-03-02,12.1,217.6,1.82,14.53,Chennai
8577,2023-01-18,23.57,366.6,1.67,24.55,Mumbai
5227,2023-03-27,16.94,201.3,0.54,16.33,Delhi
1600,2023-05-17,14.38,490.6,1.48,15.9,Kolkata
2065,2023-08-18,14.22,128.7,1.22,15.24,Mumbai
3136,2023-05-08,9.86,388.9,0.2,9.27,Delhi
7943,2023-04-14,16.19,315.1,1.81,18.19,Mumbai
8804,2023-07-05,20.62,154.9,2.0,22.56,Bangalore
7565,2023-06-27,8.48,389.1,1.45,10.53,Mumbai
6984,2023-12-23,29.32,251.4,0.54,27.47,Mumbai
6142,2023-01-06,16.08,357.1,1.15,16.77,Mumbai
5670,2023-12-07,28.7,348.0,0.31,26.45,Chennai
3190,2023-11-03,8.37,99.8,0.67,8.87,Chennai
3712,2023-02-05,24.18,428.0,1.46,24.68,Bangalore
3192,2023-11-23,20.44,356.7,0.67,19.74,Kolkata
2248,2023-12-22,25.5,401.3,0.38,23.71,Chennai
5033,2023-10-08,20.02,251.5,0.11,18.24,Kolkata
2997,2023-10-27,29.07,137.8,1.19,28.54,Chennai
4687,2023-01-14,20.67,196.8,1.94,22.48,Delhi
5018,2023-08-25,24.62,455.7,1.02,24.2,Delhi
2970,2023-10-12,26.94,472.1,0.5,25.25,Mumbai
9389,2023-11-26,22.86,266.8,0.98,22.53,Kolkata
6765,2023-02-19,18.11,184.5,1.24,18.78,Mumbai
2202,2023-09-18,11.82,378.6,1.62,13.88,Mumbai
9135,2023-04-20,26.36,394.7,0.96,25.64,Chennai
6567,2023-07-16,17.01,417.0,0.43,16.17,Chennai
8667,2023-09-09,20.52,64.0,0.46,19.39,Mumbai
6742,2023-03-29,6.98,54.4,1.81,9.9,Chennai
6788,2023-11-09,17.43,210.7,0.55,16.79,Delhi
6408,2023-01-26,22.45,118.6,1.48,23.16,Delhi
9669,2023-09-19,19.6,412.2,0.61,18.86,Kolkata
1922,2023-05-24,16.21,289.8,1.47,17.53,Delhi
1419,2023-03-01,10.59,421.4,0.25,10.03,Mumbai
3204,2023-12-22,12.74,129.6,0.49,12.45,Bangalore
2120,2023-09-25,22.52,332.3,0.88,22.03,Chennai
1950,2023-03-16,10.6,311.1,1.08,11.7,Mumbai
